key,input,activity10
ZBTFNMAUBVSRGO-UHFFFAOYSA-N,Cc1ccc(C(CNC(=O)Nc2ccc(Cl)cc2)N2CCN(C)CC2)cc1,0.7351485
RUOOPFXWFLREEM-UHFFFAOYSA-N,CC(=O)C1=NN2c3cc(C)ccc3OCC2C1(CCCN1CCOCC1)c1ccccc1,0.9554455
QZYUKXAAYPYSKY-UHFFFAOYSA-N,COCCNc1nc(SCC(=O)N2CCN(c3ccccc3OC)CC2)nc2ccccc12,0.6596535
QMPYROSAVMWCBZ-UHFFFAOYSA-N,CCOC(=O)C1(CCc2ccccc2)CCN(Cc2ccc(O)cc2)CC1,0.6848774
UQBKJSOULATTNF-UHFFFAOYSA-N,OCC1(CCOc2ccccc2)CCN(Cc2c[nH]nc2-c2ccccc2)CC1,0.6930693
GFXVDZRXPXHTOP-UHFFFAOYSA-N,CCOCCCN(C)C1CCN(C(=O)c2oc3ccccc3c2NC(=O)COc2cccc(C)c2)CC1,0.5069307
GMSJLIWEQRALHY-UHFFFAOYSA-N,Cc1c(CN(C)C)c2c(n1Cc1ccccc1)C(=O)c1ccccc1-2,0.8407591
KLYCVHKEWQKVBA-UHFFFAOYSA-N,COc1ccc(C(=O)NC2CC2)cc1OC1CCN(Cc2ccc(F)cc2Cl)CC1,0.7367987
CMIITKOEUHPGGC-UHFFFAOYSA-N,CCN(CC)Cc1c(O)ccc2occ(C(=O)c3ccccc3)c12,0.4059406
CBEQULMOCCWAQT-WQRHYEAKSA-N,Cc1ccc(/C(=C/CN2CCCC2)c2ccccn2)cc1,0.46287128
UFZMEAYSFGBIBJ-UHFFFAOYSA-N,CC1Cn2ncc(-c3ccc(S(C)(=O)=O)cc3)c2CN1c1ccnc2[nH]ccc12,0.48844886
MHPHRNFSAZNRAT-UHFFFAOYSA-N,Cc1ncoc1-c1nnc(SCCCN2CCC3(c4cccc(C(F)(F)F)c4)CC3C2)n1C,0.99752474
VQPKBUFFFXCJLP-UHFFFAOYSA-N,O=C1CCc2cc(CCN3CCN(C(=O)Cc4ccc(-n5cnnn5)cc4)CC3)ccc21,0.7079208
QJMDUKSLBFAKOC-UHFFFAOYSA-N,O=C1CCc2ccccc2N1CCCN1CCC(c2ccc3[nH]ccc3c2)CC1,0.66831684
UAEYEAYKSMVQPE-UHFFFAOYSA-N,Cc1ccc(C)c(Cn2c3ccccc3c3cnn(CC(=O)NCCCN4CCCCC4)c(=O)c32)c1,0.6386139
MCAVBRFFNSAJPF-UHFFFAOYSA-N,Cc1ccc(-n2cc(CNCCCN3CCCC3=O)c(-c3ccc(F)cc3)n2)cc1,0.8729373
MXJJZHGJNKGDIC-UHFFFAOYSA-N,N=c1c2c(-c3ccccc3)c(-c3ccccc3)n(Cc3ccco3)c2ncn1Cc1ccco1,0.6980198
GHMZIXAPPXKQCY-UHFFFAOYSA-N,CCN1CCN(c2ncnc3c2c(-c2ccccc2)cn3-c2ccc(F)cc2)CC1,0.67169964
ZXLWVFVZVIARGM-UHFFFAOYSA-N,OC1CCN(CCCOc2nn(Cc3ccc(Cl)cc3)c3ccccc23)C1,0.8502475
QSLMLSQNEOTQTJ-UHFFFAOYSA-N,CCc1ccc(NC(=S)N(CCN2CCCCC2)Cc2ccco2)cc1,0.6695545
FOUYNUWEFKTMDR-UHFFFAOYSA-N,Cc1ncoc1-c1nnc(SCCCN2CCC3CC3(c3ccc(C(F)(F)F)cc3)CC2)n1C,1.0
FVNFBBAOMBJTST-UHFFFAOYSA-N,O=C1NCC2(CCN(CCc3ccccc3)CC2)O1,0.76567656
NHRRIBVIKCYWCH-VMPITWQZSA-N,Cc1cc2oc(=O)cc(CN3CCN(C/C=C/c4ccccc4)CC3)c2cc1O,0.56435645
GUTVLFHYHYLZGQ-UHFFFAOYSA-N,Cc1nc(C(F)(F)F)ccc1-c1nnc(CCCCN2CC3CC3(c3ccc(C(F)(F)F)cc3)C2)n1C,0.990099
NBNPHFSVDRKHTO-UHFFFAOYSA-N,Cn1c(CCCCCN2CC3CC3(c3ccc(C(F)(F)F)cc3)C2)nnc1-c1ccccc1Cl,1.0
IOMRUVGLZCUFRT-UHFFFAOYSA-N,COc1ccc(CN2CCC(N(CCc3ccccc3)Cc3ccccc3)CC2)c(OC)c1,0.9339934
ZLICCGHJXNURPA-UHFFFAOYSA-N,C=CCN(C(=O)OCc1ccc(F)cc1)C1CCN(CC2CN(C(=O)C3CCCC3)CC2(O)c2ccccc2)CC1,0.4579208
JHALSLBAXTWTGD-UHFFFAOYSA-N,CCOC(=O)C1CCN(CCC(=O)Nc2cc(C)cc(C)c2)CC1,0.3141207
ALDFBAMFJCZMRT-UHFFFAOYSA-N,CC(=O)c1cccc(F)c1-n1cc(CN2CCC3(CC2)OCC(F)(F)c2cc(Cl)sc23)c(C)n1,0.5346535
MPLLVNFWQMWBEW-UHFFFAOYSA-N,CCOc1cccc2sc(N(CCCN(C)C)C(=O)Cc3ccccc3)nc12,0.7425743
XSEQOGQIYHGHNU-UHFFFAOYSA-N,O=C(c1cc(-c2ccc(Cl)cc2)n(-c2ccc(Cl)cc2Cl)n1)N1CCOCC1,0.6914191
HAHZLWYQUYPOMW-UHFFFAOYSA-N,Cc1ncsc1-c1nnc(CCCCN2CC3CC3(c3ccc(C(F)(F)F)cc3)C2)n1C,1.0
ZDRRLKRLSHZVEC-UHFFFAOYSA-N,Cc1nn(CC(=O)NCCCN2CCC(Cc3ccccc3)CC2)c(=O)c2cc(-c3ccccc3)nn12,0.5891089
XOYUXBQBHJCRMD-UHFFFAOYSA-N,COc1ccccc1NS(=O)(=O)c1cc(N2Cc3ccccc3C2=N)ccc1N1CCOCC1,0.4430693
AUGUBBXUTRDLNA-UHFFFAOYSA-N,CCOC(=O)N1CCC(NC(=O)C2CCCN(Cc3nc(-c4cccc(Cl)c4)oc3C)C2)CC1,0.39067656
CMWTZPSULFXXJA-UHFFFAOYSA-N,COc1ccc2cc(C(C)C(=O)O)ccc2c1,0.22318482
MRIYVMHCGWNLAX-UHFFFAOYSA-N,Cc1c(NC(=O)c2ccc(OCC3CC3)cc2)ccc2cc(C(C)NCC(C)(C)O)cnc12,0.37912542
ADQFOTNYOVDLON-UHFFFAOYSA-N,CC(=O)Nc1cccc(C2CCN(Cc3ccc(C(=O)c4nc5ccccc5n4-c4ccc(Cl)cc4)cc3)CC2)c1,0.55445546
HUZQBXSOUPNPEM-UHFFFAOYSA-N,CCCCCCCn1c2c(c(=N)c3ccccc31)CCC2,0.9158416
WMQLPZYEQUYZNX-UHFFFAOYSA-N,CN1CCN(c2nc3ccccc3nc2C(C#N)C(=O)OC2CCCCC2)CC1,0.53960395
FWYQXRWQFDPBIS-UHFFFAOYSA-N,COc1cccc(CN(C)CC2CCCN(CCc3ccccc3C)C2)c1,0.8861386
LYTCXQWSMLSBBT-UHFFFAOYSA-N,O=C(Nc1cccc(C(c2ccc(C(=O)N3CCC3)cc2)N2CCN(Cc3ccc(F)cc3)CC2)c1)C1CC1,0.7425743
DZTMWPYHXDUZOD-UHFFFAOYSA-N,CC(=O)c1cccc(NC(=O)c2ccc3c(=O)n4c(nc3c2)CCCCC4)c1,0.28382838
RIMTUNZGJJUFDC-OGMQXUJQSA-N,COc1ccc(C(=O)NCC(=O)N/N=C/C=C/c2ccccc2)cc1OC,0.36138615
YLFDDYWNYJPIAU-UHFFFAOYSA-N,NC1=NC2(CO1)c1cc(-c3cc(Cl)cnc3F)ccc1OCC21CC1,0.41757426
CELTXAXVXKSEGR-UHFFFAOYSA-N,Cc1cc(C)cc(-c2cc3cc(C(=O)NC(C)(C)C)ccc3n2CC(C)O)c1,0.38613862
KUEKCOBCKTZYMK-UHFFFAOYSA-N,CN1CCN(CCCN(C(=O)Nc2ccc(F)c(C(F)(F)F)c2)C2CCC3(c4ccsc4)CC23)CC1,0.8646865
KQYRMZUHUNAFOD-UHFFFAOYSA-N,CC(Cc1ccc(C=O)cc1)NCC(O)c1ccc(O)c(NCO)c1,0.31188118
FKKUQQDCWQLGOI-UHFFFAOYSA-N,CCC1CCCCN1C(=O)CSc1nc2ccsc2c(=O)n1Cc1ccccc1,0.4430693
BEFPCHYIIJYUFW-UHFFFAOYSA-N,CCOCC(CC(C)C)NC(=O)C1CNCC(C(=O)N(c2ccc(C(C)C)cn2)C2CC2)C1,0.29661715
GKQOJHRYHPPXOB-UHFFFAOYSA-N,COc1ccc(CCNC(=O)c2cc3c(=O)n4ccccc4nc3n(CCCN3CCOCC3)c2=N)cc1,0.6089109
DSRUIFDXWAYHHS-UHFFFAOYSA-N,Cc1ccc(C2(O)CCN(C(C)C(O)c3ccc4c(c3)CCC(=O)N4)CC2)cc1,0.980198
XRINECGRTXQARS-UHFFFAOYSA-N,Cc1nnc(C(C)C)n1C1CC2CCC(C1)N2CCC(NC(=O)C1CCC1)c1ccccc1,0.36138615
IFZVYRFMBKVNHQ-UHFFFAOYSA-N,O=C(CCS(=O)(=O)c1ccc(Cl)cc1)N1CCN(c2ccc(F)cc2)CC1,0.5321782
OYZIARHZUUOVRK-UHFFFAOYSA-N,COc1ccc(CC(=O)N2CCC(Nc3nc4ccccc4n3Cc3ccc(F)cc3)CC2)cc1,0.7491749
BQAVZGJJQFJSMW-UHFFFAOYSA-N,FC(F)(F)c1c(N2CCC(c3ccccc3)CC2)ccn2c(CC3CC3)nnc12,0.9009901
HDUOQGPJPLEPTI-UHFFFAOYSA-N,COc1ccc2nccc(NC(=O)C3CCC(NCc4cc5c(cn4)OCCO5)CO3)c2n1,0.23762377
CWDGPBQWSLGFNO-UHFFFAOYSA-N,O=C1NCCc2nc(-c3ccc(CN4CCC(c5n[nH]c(-c6ccccn6)n5)CC4)cc3)c(-c3ccccc3)cc21,0.76237625
GYAZOBIEKWKUTN-VXLYETTFSA-N,COc1cc(/C=C2\CCCN3CCC(c4cc(F)cc(Cl)c4)ON=C23)ccc1-n1cnc(C)c1,0.8168317
NIKFVJNQNOCOIO-UHFFFAOYSA-N,Cc1cc(Nc2[nH]nc(N)c2C#N)ccc1F,0.2089109
VDEGNSIMWIUQEQ-UHFFFAOYSA-N,CCN(CC(=O)NCc1ccc(Cl)cc1)C(=O)CSCC(=O)Nc1ccc(C)cc1,0.519802
IPQGNHCGMASCIK-UHFFFAOYSA-N,CN1C(=O)CN(Cc2ccc(-c3cccc(CN4CCCCC4)n3)cc2)C1=O,0.9059406
ZUCLPYSGDNZUOF-UHFFFAOYSA-N,CN(C)C(=O)C1CC2(CCN(c3cc(N)ccn3)CC2)c2ccccc21,0.7339109
UWPVCRCVQCPTCT-UHFFFAOYSA-N,Cc1ccc(-c2cc(C(=O)N3CCCc4ccccc43)no2)cc1,0.48514852
DHLYKKSSPYHOIU-UHFFFAOYSA-N,CC(Oc1ccc(F)cc1)C(=O)Nc1nc(-c2ccccn2)cs1,0.29504952
HDVUAGRUGJCLIM-UHFFFAOYSA-N,N=c1c(C(=O)NCc2ccc(F)cc2)cc2c(=O)n3ccccc3nc2n1Cc1ccco1,0.39026403
XOKBEUCCYARKNK-UHFFFAOYSA-N,CN(C)CCCN(C(=O)CCc1ccccc1)c1nc2ccc(F)cc2s1,0.7425743
NTRUVFRWPGFMBC-UHFFFAOYSA-N,Nc1nc(-c2ccccc2)c2c(n1)-c1c(cccc1N1CCCCC1)C2=O,0.49422443
LNFIOWKUVKUCNC-UHFFFAOYSA-N,O=C1CCN(CCc2ccccc2)CCN1C(COc1ccccc1)Cc1ccccc1,0.8671617
MZRNPVMMFFYDMP-UHFFFAOYSA-N,OC(COC(c1ccc(Cl)cc1)c1ccc(Cl)cc1)CN1CCCC1,0.7953795
VCBWUFDWEUOZAT-UHFFFAOYSA-N,CC(=O)Nc1cccc(C2CCN(Cc3ccc(C(=O)c4nc5ccccc5n4C4CCOCC4)cc3)CC2)c1,0.3019802
WQSJKFDKTGKSBV-UHFFFAOYSA-N,CC1CCCN(CC(O)COc2ccc(-c3ccccc3)cc2)C1,0.7153465
KFXMLXYIPRAORY-UHFFFAOYSA-N,Cn1cc(-c2ccc3c(c2)[nH]c2c(C(N)=O)cnc(NC(C4CC4)C(F)(F)F)c23)cn1,0.34016973
QMZREIRRGCJPTH-UHFFFAOYSA-N,CC(c1ccc(C(=O)NCCC(=O)O)cc1)n1nc(-c2cc(Cl)cc(Cl)c2)cc1-c1ccc2cc(C(F)(F)F)ccc2c1,0.6039604
FCZGBLOBPUZQRI-UHFFFAOYSA-N,CC(CCN1C(Nc2ccccc2)=NCC1Cc1ccccc1)c1ccccc1,0.90470296
LGELQIBFLZVTFQ-UHFFFAOYSA-N,COc1ccccc1N1CCN(C(=O)c2cccc(S(=O)(=O)N3CCCCCC3)c2)CC1,0.7
RAAIBDBQPDXSSB-UHFFFAOYSA-N,COc1ccc(CCN(C)CCCN2CC(c3ccccc3)CC2=O)cc1OC,0.9372937
XVXQZOCGWOXFAR-UHFFFAOYSA-N,O=C(CSc1nnc(-c2ccco2)n1-c1ccccc1)NCc1ccc2c(c1)OCO2,0.48721123
CYYQCICIVGWIRA-UHFFFAOYSA-N,CC1CC(C)CN(CC(O)COCCOc2ccc(Br)cc2)C1,0.4128713
XRHUYPCNVHEFFW-UHFFFAOYSA-N,Cc1ccc(Cl)cc1NC(=O)COC(=O)C1CCCC1,0.3361386
DHRKQJQSMYHSPN-UHFFFAOYSA-N,Cc1nsc(-c2nnc3n2CCN(C(=O)c2ccc(-c4cccs4)cc2)C3C)n1,0.42029703
AJAZCQSMDCWFSC-UHFFFAOYSA-N,NC(=O)c1cnc(NC(C2CC2)C2CC2)c2c1[nH]c1cc(-c3cnc(N)cn3)ccc12,0.38224894
IHDIKQRKAVOCBM-UHFFFAOYSA-N,Clc1ccc(OCCNCCc2ccccc2)cc1,0.9620462
ZPUWHZPEHISDSA-UHFFFAOYSA-N,CC(C)(CN)C(=O)N1CC(c2cc(F)ccc2F)=CC1c1ccccc1,0.980198
DUAIKRSCDYZBNR-UHFFFAOYSA-N,CNc1cc(Nc2cnc(C#N)c(OC(C)CN(C)C)n2)ncc1C#CC(C)(C)O,0.30355963
IZVROLMEXNRNHZ-UHFFFAOYSA-N,N#Cc1ccc(Cn2cncc2CN(CCCc2ccccc2)C2CCN(Cc3ccccc3)C2=O)cc1,0.99752474
ZJTJVQCPJFQLHB-UHFFFAOYSA-N,CC(Oc1ccc(S(C)(=O)=O)cc1C(=O)N1Cc2ccc(C(F)(F)F)cc2C1)C(F)(F)F,0.41212872
ODKRBJGIPOQDPJ-UHFFFAOYSA-N,Cc1cc(Cl)ccc1OC1CCN(CC(O)CNC(=O)c2c[nH]c(=O)cc2C(F)(F)F)CC1,0.40643564
LYJJAIFGVKPDRA-UHFFFAOYSA-N,Cn1cc(C2(c3noc(CN)n3)NC(c3nc(-c4ccc(F)cn4)c[nH]3)Cc3c2[nH]c2ccccc32)cn1,0.5314769
FVLUABNJOZKWTR-UHFFFAOYSA-N,C=CCN(C(=O)OCc1ccc2nonc2c1)C1CCN(CC2CN(C(=O)C3CCCC3)CC2(O)c2ccccc2)CC1,0.3019802
VXTVMMYNTWNSEZ-UHFFFAOYSA-N,COC(=O)c1cc(S(=O)(=O)NCC2CCN(Cc3ccc(Cl)cc3)CC2)c[nH]1,0.58026874
WAWSJFFWUYSZHD-UHFFFAOYSA-N,NC1=NC2(CO1)c1cc(-c3cnc4[nH]ccc4c3)ccc1OCC21CC1,0.49430692
FOWYYMLXYFXURW-UHFFFAOYSA-N,Cc1cccc2c1-c1sc(C(=O)NCCCN3CCC(C)CC3)cc1CO2,0.6419142
KMHCWJDROUBKMS-UHFFFAOYSA-N,CCOC(=O)C1CCN(CCCSc2ccc(Cl)cc2)CC1,0.709901
PWPQHTHIFAKRKV-UHFFFAOYSA-N,N#Cc1cccc(CCN2CCN(C(=O)Cc3ccc(-n4cnnn4)cc3)CC2)c1,0.7970297
LMFMJMOUKFIFLS-UHFFFAOYSA-N,CCCn1c2ccccc2c2cnn(CC(=O)N3CCN(C4CCCCC4)CC3)c(=O)c21,0.59570956
WKXOOOURGRMHOJ-UHFFFAOYSA-N,CCN(CC)CCn1c2c(c(SCC(=O)Nc3ccc(C)c(F)c3)nc1=O)CCCC2,0.4509076
PKMGMNUTKUDDHG-UHFFFAOYSA-N,Cc1cc(N2CCN(C)CC2)ccc1NC(=O)c1ccc(-c2ccc(Cl)cc2)o1,0.6292079
XEWSBEOUCPJRQO-UHFFFAOYSA-N,N=c1nc(N)n(Cc2cccc(F)c2)nc1-c1cccc(Cl)c1Cl,0.48514852
ZBCYESWVOMJSMP-UHFFFAOYSA-N,Cn1c(CCCCN2CC3CC3(c3ccc(C(F)(F)F)cc3)C2)nnc1C(C)(C)C,0.9925743
ISDZPMGIXQBLRG-UHFFFAOYSA-N,Cc1cc(Cl)c2oc(C(=O)N3CCN(c4ccncc4)CC3)c(C)c2c1,0.609901
JIZUYTTWXWPPBM-UHFFFAOYSA-N,c1cc(-c2cnc3c(c2)CC2(CN4CCC2CC4)O3)co1,0.75247526
GRDNNNQJCZJMHL-UHFFFAOYSA-N,O=C(Nc1ccc(Cl)c(Cl)c1)N1CCN(CC2CCCN(CCc3ccccc3)C2)CC1,0.83250827
QQIKROPDRGXMEH-RMKNXTFCSA-N,O=C(c1ccc(OC2CCN(C/C=C/c3ccccc3)CC2)cc1)N1CCCC1,0.7079208
CAOHKWDKHJCSRC-UHFFFAOYSA-N,COc1cccc(CN2CCN(C3CCN(c4ccccc4F)CC3)CC2CCO)c1,0.69867986
YUCYZHCUXJZMKT-UHFFFAOYSA-N,COc1cc2c(cc1CCN1CCN(C(=O)Cc3ccc(-n4cnnn4)cc3)CC1)COC2=O,0.45049506
ZXQHRBFBUMIXGG-UHFFFAOYSA-N,OC1(c2ccc(Cl)cc2)CCN(Cc2c[nH]nc2-c2ccccc2)CC1,0.7640264
MRZZAIYUACOFLA-UHFFFAOYSA-N,CC1CCN(CCCCOc2ccccc2-c2ccccc2)CC1,0.9554455
NJEHEIBYRBXDAQ-UHFFFAOYSA-N,Cc1cc(C(=O)C(C)OC(=O)C2=NNC(=O)CC2)c(C)n1-c1ccc(OC(F)F)cc1,0.22442244
BNTMQFFCKRWGMZ-UHFFFAOYSA-N,O=C1OCC2=Nc3n[nH]cc3CC12,0.28118813
CJSRHKKCGJFMKE-UHFFFAOYSA-N,Cc1ccc(CNC(=O)CSc2nc3c(sc4ccccc43)c(=O)n2CCCN2CCCC2)cc1,0.6465347
JDVXYDXADAHSOV-UHFFFAOYSA-N,C#Cc1ccc(CN2CCC(N3CCC(C(=O)NCc4ccccn4)CC3)CC2)cc1,0.66460395
KHFZHDTUQNYQFQ-UHFFFAOYSA-N,O=C(CN1CCN(C(=O)c2ccccc2)CC1)Nc1ncc(Br)cc1Br,0.25247526
SBQOMISLKZTLHT-UHFFFAOYSA-N,Cc1nc2ccccc2n1C1CC2CCC(C1)N2CCC1(c2ccccc2)CCN(C(=O)C(C)(C)C)CC1,0.9326733
STFRTILQSUIZEX-UHFFFAOYSA-N,CC1CN(C(=O)CCC(=O)NCCCN2CCN(Cc3ccccc3)CC2)c2cc(Cl)ccc2O1,0.60643566
HNNGXHUJJLTWOR-UHFFFAOYSA-N,O=C(CN1CCN(CC(=O)Nc2ccc(OCc3ccccc3)cc2)CC1)Nc1ccc(F)cc1,0.47029704
RWZIQOTVJDJVNI-UHFFFAOYSA-N,O=C(Nc1ccc(Cl)c(Cl)c1)N(Cc1cccnc1)Cc1ccco1,0.5259901
VBNDDKRLJXHRTH-UHFFFAOYSA-N,O=C(c1ccc(N2CCN(C(=O)c3ccccc3)CC2)cc1)c1cccc(F)c1,0.46039605
FHIVYCWZQDBZIS-UHFFFAOYSA-N,O=C(NC(c1ccccc1)c1ccccc1)C1CCC(N2CCOCC2)CC1c1ccc(Br)cc1,0.7425743
WCYHJLZJHHBPLZ-UHFFFAOYSA-N,CCN(CC)CCCNC(=O)c1cn(CC)c2ccc(S(=O)(=O)N(C)C3CCCCC3)cc2c1=O,0.47277227
OYOUUSCAVHSQKA-UHFFFAOYSA-N,O=C1c2ccc(-c3ccncc3)cc2CCN1CCN1CCCC1,0.7128713
MEYDUKGABNYNCY-UHFFFAOYSA-N,O=C(CN1CCN(S(=O)(=O)c2ccc(Br)cc2)CC1)c1ccc(O)c(O)c1,0.36633664
YYDFKGJINPKQQQ-UHFFFAOYSA-N,COc1cc(CN(C)CCc2ccccc2)ccc1OCc1ccccc1,0.96930695
SWZNJKPWJTWCFQ-UHFFFAOYSA-N,CCOC(=O)C1CCCN(Cc2nc(N)nc(Nc3ccccc3OC)n2)C1,0.43564355
UQMQLMUUUGBCKS-UHFFFAOYSA-N,CN(C)C(=O)C1CC(Nc2nc(-c3ccccc3O)nc3ccccc23)CN1,0.28217822
HMHHUMVQIYDIGA-UHFFFAOYSA-N,COc1ccc(Cl)cc1Nc1cc(C)nc2ccccc12,0.84942245
CXUZTRUGBIYBLD-UHFFFAOYSA-N,O=C(Nc1ncc2c(n1)CC(c1ccc(Cl)cc1)CC2=O)c1ccco1,0.3539604
VZUNLOUVARCFRX-UHFFFAOYSA-N,NC(=O)c1ccccc1OC1CC2CCC(C1)N2Cc1ccccc1,0.98349833
AEUWMQFRJPQDEX-PGMHBOJBSA-N,CN(C)CCNC(=O)/C(=C/c1ccc(-c2cccc(Cl)c2)o1)NC(=O)c1ccccc1,0.41584158
MRWPMHPRTUDIMC-UHFFFAOYSA-N,CC(C)N1CCCC(CN2CCN(C(=O)Nc3ccc(Cl)c(Cl)c3)CC2)C1,0.6173974
GPSVSZZDAKVKII-UHFFFAOYSA-N,OCC1(N2CCN(C3CCc4ccc(OCc5noc(-c6ccc(Cl)cc6)n5)cc43)CC2)CCCC1,0.94554454
FTWTVHXTNSSLRC-UHFFFAOYSA-N,Cc1cc(C(=O)N(C)CC2CCCN(CCc3ccc(F)cc3)C2)c(C)o1,0.7128713
KKROBJNODXXVBG-UHFFFAOYSA-N,COc1ccc2ccc(=O)n(CC(O)C3CCC(NCc4cc5c(cn4)OCS5)CO3)c2n1,0.4170792
WKXQXTNZXKIBOU-UHFFFAOYSA-N,Cc1ccccc1C(=O)NC1CC2CCCC(C1)N2Cc1ccc(Cl)cc1,0.75247526
BFIKQYQPKFNDJQ-UHFFFAOYSA-N,CC(c1ccc(-c2ccc(F)cc2)cc1)C(N)C(=O)N1CCC(F)C1,0.8910891
ONJIDPSNVZIKJS-UHFFFAOYSA-N,CN(C)Cc1ccc2c(c1)CCC(N(C)C(=O)c1ccc(-c3ccc(F)cc3)nc1)C2,0.8712871
OTRXMCGDEVYTFQ-VMPITWQZSA-N,Cc1ccc(NC(=O)CCN2CCN(C/C=C/c3ccccc3)CC2)cc1,0.7409241
JSDVJMOIUAOCKP-UHFFFAOYSA-N,COc1ccc(CNCCC(c2ccc(F)cc2)c2ccc(OC(C)C)cc2)cc1OC,0.77846533
OWVIKBRKPCTDEP-UHFFFAOYSA-N,CC(C)CNCc1ccc(-c2ccccc2S(=O)(=O)N2CCCC2)cc1,0.8366337
YZVQCOSNDJIKGZ-UHFFFAOYSA-N,COC1CCN(CCn2ncc3cc(-n4ccc(OCc5ccccc5)cc4=O)ccc32)C1,0.919967
RKVLWPQWFUIKJM-UHFFFAOYSA-N,C=CCOc1ccccc1CN1CCC(CO)(CCOc2ccccc2)CC1,0.7240099
MEYBEOTWBFYSIA-UHFFFAOYSA-N,CCN(C(=O)COC(=O)c1cn(-c2ccccc2)nc1-c1ccccc1)C1CCS(=O)(=O)C1,0.37623763
IZCJMEWSRTWZMW-UHFFFAOYSA-N,CCN(CC)c1cc(C)c2cc(NC(=O)c3ccc(Br)o3)ccc2n1,0.4380481
CHIDPNJZRBQMMV-UHFFFAOYSA-N,CC1(CCc2ccc3c(c2)OCO3)NCCc2c1[nH]c1ccccc21,0.7780528
AUDPRFBFZFCPOL-PXLXIMEGSA-N,CCCc1nn(-c2nc3ccccc3s2)c(O)c1/C=N/CCCN(CC)CC,0.6819307
QCNKEFJIYGAKOV-UHFFFAOYSA-N,Cc1ccc(S(=O)(=O)NNC(=O)c2ccoc2C)cc1,0.3069307
YJTNCACNJPPCAZ-UHFFFAOYSA-N,COc1nc(N2CC3C(=O)N(C)C(N)=NC3(c3cc(F)ccc3F)C2)nc(C2CC2)c1F,0.41584158
YQERUHCZCMOPQN-UHFFFAOYSA-N,OCC(Cc1ccccc1)Nc1c2ccccc2nc2ccccc12,0.54950494
PKGPFXRXDFVVJZ-UHFFFAOYSA-N,CCc1ccc(CN(C)C(=O)C2CCC(=O)N(CCc3ccc(OC)cc3)C2)nc1,0.6287129
DILXXPPGOXTRJK-UHFFFAOYSA-N,c1ccc(-n2cc(CN3CCCC3)c(-c3ccc4c(c3)OCO4)n2)cc1,0.6905941
LQBFKWWICDAFMT-VAWYXSNFSA-N,CCN(CC)CCOC(=O)c1ccc(NC(=O)/C=C/c2cccs2)cc1,0.46221122
MXBOMRBTMIYFPL-UHFFFAOYSA-N,N#Cc1ccccc1Oc1ccc(S(=O)(=O)N2CCCCC2)cn1,0.7227723
WZFNMLSFEYKFES-UHFFFAOYSA-N,Cc1ccc(Cn2c(SCCN3CCCCC3)nc3c2c(=O)n(C)c(=O)n3C)cc1,0.5969472
HSBWMLCASGEDSE-UHFFFAOYSA-N,COc1cc(O)c(C(CCN2CCCCC2)c2ccc3c(c2)OCO3)c(OC)c1,0.47574258
CFPPNQFXZOSOJE-UHFFFAOYSA-N,CCCCCOc1ccc(NC(=O)C(=O)NCC2CCCN2CC)cc1,0.26237625
YQIBYOQCHNPMPP-UHFFFAOYSA-N,COc1ncc(-c2ccccc2CCNC(=O)c2ccc(OCCC(F)(F)F)nc2)cn1,0.52970296
FCZRGYLWLUFHGZ-UHFFFAOYSA-N,COc1ccc(C2=Nn3c(nnc3-c3ccncc3)SC2)cc1OC,0.39405942
OYQKQASXFZFMKT-UHFFFAOYSA-N,Fc1ccc(C2CCN(c3ccn4c(CC5CC5)nnc4c3C(F)(F)F)CC2)c(F)c1,0.8217822
YGDOMLUEIAXTEU-UHFFFAOYSA-N,Nc1nnc(SCC(=O)Nc2ccc(F)c(Cl)c2)n1-c1ccccc1,0.37128714
LJECYISEUVKVSC-UHFFFAOYSA-N,CCOC(=O)c1c(CSc2ccsc2)n(C)c2cc(Br)c(O)c(CN(C)C)c12,0.42326733
MRWIXRGKPDWRDG-AQTBWJFISA-N,O=C(N/C(=C\c1ccc(Br)cc1)C(=O)N1CCCC1)c1ccccc1F,0.29785478
JGDZBCYFPJWGBO-UHFFFAOYSA-N,COc1ccc(N2CCN(C(=O)c3ccc(C)c(NC(=O)c4ccco4)c3)CC2)cc1,0.4589816
TZQOYTDJDVVKHU-UHFFFAOYSA-N,COc1cc(CN2CCC(n3nccc3NC(=O)c3ccccc3OC)CC2)ccc1F,0.6918317
SJTXGLDDFQWCCG-UHFFFAOYSA-N,CCCc1cc(=O)oc2c(C)c(OCC(=O)NCCCn3ccnc3)ccc12,0.41914192
LSPQQBSFMKUAEB-UHFFFAOYSA-N,Cn1nc(-c2cccc(-c3ccccc3)c2)c(=N)nc1N,0.4319307
DNPNXAXAKNFJDD-UHFFFAOYSA-N,CCNC(=O)C1CC(n2cnc3c(NC(CC)Cc4sccc4Cl)ccnc32)C(O)C1O,0.34653464
LRJJEMRURFIKDD-UHFFFAOYSA-N,CC(Cc1c(F)c(F)cc(F)c1F)Nc1cc[nH]c(=O)c1-c1nc2cc3c(cc2[nH]1)CN(CCN(C)C)C3=O,0.5008251
DLLSZWYQHKDOEW-UHFFFAOYSA-N,COc1ccc(OC)c(CN2CCN(S(=O)(=O)c3ccccc3)CC2)c1,0.6270627
